2019 October 16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,P,Polarity,P arrival,S,S arrival,Amplitude,    Time Duration,Type,Freq,,,,,,,,,,,,,,,,,
KCP,iP,c,160714.86,iS,160718.77,,132.84,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,160719.57,eS,160728.68,2358.00,46.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,d,160945.05,iS,160951.61,,81.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,160954.43,iS,160958.39,,60.60,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,161058.23,iS,161101.57,,66.92,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,161100.38,iS,161104.81,,68.05,L,,,,,,,,,,,,,,,,,,
DCP,iP,d,161727.78,,,,,SL,,,,,,,,,,,,,,,,,,
KCP,iP,c,161946.82,iS,161950.06,,29.08,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,162105.54,iS,162109.55,,151.64,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,162110.51,eS,162118.56,3322.00,94.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,162115.88,iS,162127.78,,81.00,L,,,,,,,,,,,,,,,,,,
CTB,eP,d,162120.03,iS,162129.75,,45.00,L,,,,,,,,,,,,,,,,,,
RCP,iP,c,162300.58,,,,,T,,,,,,,,,,,,,,,,,,
KCP,iP,c,162339.37,iS,162344.24,,74.53,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,162850.23,iS,162854.28,,47.77,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,162855.71,eS,162903.00,,,sL,,,,,,,,,,,,,,,,,,
DMP,eP,c,162949.13,eS,162956.03,2035.00,58.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,163118.25,iS,163122.68,,27.66,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,163124.69,,,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,163147.28,iS,163151.39,,42.89,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,163332.33,iS,163336.48,,46.08,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,163545.37,iS,163549.31,,63.48,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,163550.91,eS,163600.10,1518.00,72.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,163555.58,iS,163608.58,,87.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,163750.28,iS,163754.40,,41.11,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,163756.03,iS,163803.41,1131.00,56.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,164006.43,iS,164010.33,,46.01,L,,,,,,,,,,,,,,,,,,
GQP,eP,d,164327.38,,,1.26E07,,L,,,,,,,,,,,,,,,,,,
LQP,eP,d,164339.63,eS,164351.8,151,90.57,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,165120.29,iS,165124.15,,13.03,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,165227.19,iS,165231.05,,58.35,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,165231.65,eS,165241.94,1920.00,119.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,d,165238.87,iS,165251.97,,186.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,c,165251.46,eS,165313.98,437.00,99.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,c,165256.29,eS,165324.36,,115.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,165326.26,iS,165330.64,,60.68,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,165341.02,iS,165251.97,,186.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,165429.01,iS,165431.16,,64.57,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,165432.80,eS,165442.90,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,165630.34,iS,165333.94,,81.94,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,165636.32,eS,165645.80,17630.00,122.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,165641.02,iS,165653.55,,163.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,d,165654.69,iS,165717.06,635.00,86.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,c,165659.24,eS,165727.36,,113.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,170133.43,iS,170137.26,,75.13,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,170134.94,iS,170144.08,1087.00,85.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,170143.90,iS,170156.25,,109.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,170144.17,iS,170155.01,,115.26,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,170543.93,iS,170548.29,,108.20,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,170550.86,eS,170559.03,1795.00,,sL,,,,,,,,,,,,,,,,,,
GSP,iP,c,170632.86,iS,170658.51,,125.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,c,170642.74,eS,170715.77,,114.00,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,170657.75,,,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,170909.75,iS,170914.18,,86.62,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,170920.30,eS,170930.59,1313.00,,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,170921.66,iS,170935.15,,79.24,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,171336.74,eS,171413.08,2739.00,82.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,171340.94,iS,171345.88,,17.30,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,171358.39,iS,171402.29,,54.90,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,171409.32,iS,171421.08,,54.62,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,171409.69,iS,171421.41,,54.00,L,,,,,,,,,,,,,,,,,,
BIP,iP,d,171426.68,eS,171548.53,,163.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,171453.80,iS,171457.47,,47.35,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,171500.43,iS,171508.15,1978.00,107.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,171504.54,iS,171516.37,,100.86,L,,,,,,,,,,,,,,,,,,
CGP,eP,c,171517.05,eS,171537.93,218.00,82.00,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,171710.25,eS,171715.47,1776.00,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,171950.96,iS,171955.02,,44.79,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,172055.39,eS,172105.28,2614.00,,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,172206.18,iS,172210.44,,52.53,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,172218.72,,,,109.98,L,,,,,,,,,,,,,,,,,,
BIP,eP,d,172233.06,eS,172300.68,,105.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,172301.69,iS,172305.4,,33.16,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,173357.09,iS,173401.53,,97.38,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,173727.10,iS,173731.21,,143.69,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,173731.22,eS,173742.36,8005.00,167.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,173738.22,iS,173750.24,,129.25,L,,,,,,,,,,,,,,,,,,
CGP,eP,d,173751.22,iS,173812.85,503.00,103.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,d,173754.74,eS,173822.06,779.00,139.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,174401.52,iS,174405.51,,64.56,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,174412.72,iS,174424.64,,65.88,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,174747.31,iS,174751.62,,106.31,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,174942.68,iS,174946.84,,50.69,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,175034.97,iS,175039.41,,115.44,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,175857.93,iS,175902.35,,105.35,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,180237.01,iS,180240.98,,65.93,L,,,,,,,,,,,,,,,,,,
TBP,eP,,180535.08,eS,180536.56,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,181313.11,iS,181317.91,,81.03,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,181439.33,iS,181443.52,,34.30,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,181630.10,iS,181634.21,,89.19,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,181932.84,iS,181936.72,,73.68,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,182055.46,iS,182059.76,,9.07,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,182104.97,iS,182115.80,,101.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,182104.97,iS,182108.72,,119.32,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,182107.15,,,,80.53,L,,,,,,,,,,,,,,,,,,
BIP,eP,c,182122.85,eS,182151.88,,80.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,182319.65,iS,182323.59,,107.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,182329.46,iS,182340.62,,70.26,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,182330.37,iS,183104.36,,90.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,d,182342.83,eS,182404.01,225.00,83.00,L,,,,,,,,,,,,,,,,,,
KCP,ep,c,182821.04,iS,182825.81,,27.08,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,183040.77,iS,183044.80,,84.69,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,183051.31,iS,183040.59,,94.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,183051.69,iS,183103.66,,88.11,L,,,,,,,,,,,,,,,,,,
PLP,iP,c,183513.65,iS,183516.62,,58.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,183958.32,iS,184002.59,,88.57,L,,,,,,,,,,,,,,,,,,
LQP,eP,d,184710.20,,,,,sT,,,,,,,,,,,,,,,,,,
KCP,iP,c,184818.36,iS,184822.28,,54.36,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,185144.13,iS,185149.78,,81.26,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,185559.30,iS,185603.33,,114.97,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,185839.84,iS,185847.22,,55.84,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,190205.94,iS,190209.81,,48.48,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,190210.89,eS,190221.06,1201.00,51.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,190217.76,iS,190229.44,,42.42,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,190256.55,iS,190300.56,,54.05,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,190303.00,eS,190311.96,2260.00,78.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,190306.93,iS,190318.56,,82.73,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,191418.39,iS,191422.92,,87.42,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,192711.10,iS,192714.93,,25.75,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,192737.13,iS,192740.99,,50.13,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,192830.00,iS,192832.10,,11.81,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,193019.35,iS,193023.29,,57.26,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,193029.26,iS,193040.89,,56.91,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,193029.35,iS,193040.59,,94.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,d,193042.40,eS,193103.88,279.00,84.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,c,193048.06,iS,193112.96,,105.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,193607.31,iS,193611.59,,52.49,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,193648.90,eS,193659.92,1191.00,45.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,193726.11,iS,193730.50,,40.04,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,193732.59,iS,193741.88,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,d,193806.94,iS,193811.23,,48.12,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,193918.57,iS,193921.74,,37.99,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,194110.80,iS,194115.20,,42.12,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,194513.35,iS,194519.18,,52.09,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,194526.96,iS,194529.08,1661.00,70.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,194709.51,iS,194712.61,,46.70,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,194756.90,iS,194800.98,,61.52,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,194803.71,iS,194812.95,1380.00,FBAQ,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,194807.44,iS,194819.67,,76.01,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,195200.62,iS,195204.27,,74.47,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,195814.98,iS,195818.66,,58.62,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,200403.98,iS,200407.56,,34.60,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,200630.78,iS,200634.62,,85.16,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,200920.26,iS,200924.65,,24.35,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,200944.61,iS,200948.32,,58.82,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,201059.77,iS,201102.14,,72.34,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,201105.22,iS,201113.60,1380.00,FBAQ,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,201132.00,,,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,201245.85,iS,201249.96,,34.88,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,201250.76,eS,201259.76,1252.00,108.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,201321.79,iS,201325.68,,52.67,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,201455.42,iS,201459.73,,62.14,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,201500.57,eS,201510.66,1525.00,51.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,201550.78,iS,201555.63,,32.87,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,201623.97,iS,201626.79,,27.08,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,201651.51,iS,201655.11,,35.49,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,201727.50,iS,201729.56,,92.87,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,202056.55,iS,202105.04,,75.45,L,,,,,,,,,,,,,,,,,,
KCP,eP,d,202213.65,iS,202217.06,,58.45,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,202354.13,iS,202356.91,,39.02,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,202400.47,eS,202408.68,1283.00,40.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,d,202417.64,eS,202438.83,141.00,79.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,202959.83,iS,203003.34,,16.90,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,203016.80,iS,203020.67,,62.76,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,203120.90,iS,203122.50,,34.40,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,203155.84,iS,203200.18,,42.91,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,203615.27,iS,203619.10,,37.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,203730.66,iS,203734.9,,29.33,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,203956.91,iS,204000.78,,31.25,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,204004.17,eS,202408.68,1283.00,40.00,,,,,,,,,,,,,,,,,,,
KCP,eP,c,204453.48,iS,204456.15,,49.18,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,204459.15,eS,204509.20,7203.00,145.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,204504.34,,,,101.16,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,204504.51,iS,204517.65,,133.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,d,204541.82,eS,204539.98,195.00,98.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,204747.86,iS,204751.82,,40.26,L,,,,,,,,,,,,,,,,,,
GSP,iP,c,204753.45,iS,204809.81,,95.00,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,204755.50,eS,204802.63,127111.00,113.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,204758.67,iS,204810.64,,71.97,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,205236.48,iS,205239.93,,37.00,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,205242.83,iS,205251.39,99646.00,90.00,L,,,,,,,,,,,,,,,,,,
GSP,iP,d,205246.19,iS,205258.33,,97.00,L,,,,,,,,,,,,,,,,,,
CGP,eP,c,205259.61,eS,205321.50,161.00,87.00,L,,,,,,,,,,,,,,,,,,
CDOP,eP,d,205411.63,eS,205424.93,717520,369,L,,,,,,,,,,,,,,,,,,
LCVP,eP,d,205415.47,iS,205432.69,201473,466,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,205417.50,eS,205434.37,14178.00,451.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,205420.87,iS,205438.75,,197.47,L,,,,,,,,,,,,,,,,,,
TASP,iP,d,205420.96,iS,205443.61,261833,414,L,,,,,,,,,,,,,,,,,,
BUKP,eP,d,205422.47,eS,205444.61,25097,353,L,,,,,,,,,,,,,,,,,,
VGLA,iP,d,205423.67,eS,205447.52,599595,370,L,,,,,,,,,,,,,,,,,,
TSSP,eP,d,205424.54,eS,205447.38,54853,405,L,,,,,,,,,,,,,,,,,,
PICP,eP,d,205425.27,eS,205449.08,-103385,305,L,,,,,,,,,,,,,,,,,,
GSP,iP,d,205425.82,iS,205450.76,,235.00,L,,,,,,,,,,,,,,,,,,
BUTP,eP,d,205427.26,eS,205454.32,14535,349,L,,,,,,,,,,,,,,,,,,
VGAM,iP,d,205428.31,eS,205454.28,-355671,449,L,,,,,,,,,,,,,,,,,,
CGP,iP,d,205429.63,iS,205457.37,6811.00,247.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,d,205430.25,iS,205509.76,,265.47,L,,,,,,,,,,,,,,,,,,
MARP,iP,d,205432.91,eS,205502.75,67207,260,L,,,,,,,,,,,,,,,,,,
GLSP,eP,c,205433.28,eS,205501.90,37342,406,L,,,,,,,,,,,,,,,,,,
SCP,eP,d,205436.01,eS,205510.08,10427463.00,428.00,L,,,,,,,,,,,,,,,,,,
BLNP,iP,d,205436.47,iS,205508.51,135315,313,L,,,,,,,,,,,,,,,,,,
LDIP,eP,c,205441.75,eS,205519.97,-19510,324,L,,,,,,,,,,,,,,,,,,
PAGZ,iP,d,205442.80,iS,205521.47,50590,423,L,,,,,,,,,,,,,,,,,,
GHBP,eP,d,205443.21,eS,205521.10,24877,421,L,,,,,,,,,,,,,,,,,,
MSLP,eP,c,205443.43,eS,205520.61,-567,321,L,,,,,,,,,,,,,,,,,,
LSIP,eP,d,205445.63,iS,205524.63,19363,353,L,,,,,,,,,,,,,,,,,,
DCP,iP,d,205446.38,iS,205542.76,,292.57,L,,,,,,,,,,,,,,,,,,
TABP,eP,c,205446.87,iS,205526.80,20282,418,L,,,,,,,,,,,,,,,,,,
TBP,iP,d,205447.90,iS,205529.37,14917.0,660.0,L,,,,,,,,,,,,,,,,,,
SNP,iP,d,205452.17,eS,205538.30,5728.0,277.0,L,,,,,,,,,,,,,,,,,,
DACP,iP,d,205452.35,eS,205536.68,13797,395,L,,,,,,,,,,,,,,,,,,
IPIL,eP,d,205453.12,eS,205543.29,,265,L,,,,,,,,,,,,,,,,,,
SFCP,eP,c,205453.31,eS,205536.50,8612,364,L,,,,,,,,,,,,,,,,,,
LLP,eP,d,205453.83,iS,205536.97,5007.4,289.58,L,,,,,,,,,,,,,,,,,,
PLP,eP,c,205454.21,eS,205536.61,,292.00,L,,,,,,,,,,,,,,,,,,
OCLP,eP,c,205456.17,,,,236,L,,,,,,,,,,,,,,,,,,
BESP,eP,c,205458.24,eS,205545.32,,262,L,,,,,,,,,,,,,,,,,,
GNOP,iP,d,205459.27,eS,205546.91,10272,400,L,,,,,,,,,,,,,,,,,,
ZCP,eP,d,205459.82,,,12033.00,140.00,T,,,,,,,,,,,,,,,,,,
VKCH,eP,c,205501.27,eS,205552.85,399,293,L,,,,,,,,,,,,,,,,,,
MECP,eP,c,205501.59,eS,205549.75,7436,262,L,,,,,,,,,,,,,,,,,,
CNOP,iP,d,205501.89,eS,205550.39,9925,264,L,,,,,,,,,,,,,,,,,,
CADP,eP,c,205505.15,eS,205600.07,8371,284,L,,,,,,,,,,,,,,,,,,
GUIM,eP,c,205509.21,eS,205604.81,,256,L,,,,,,,,,,,,,,,,,,
RCP,iP,c,205516.46,,,,,T,,,,,,,,,,,,,,,,,,
JAP,eP,c,205518.34,,,437.0,397.18,L,,,,,,,,,,,,,,,,,,
MMP,eP,d,205518.35,iS,205617.17,2826.0,209.00,L,,,,,,,,,,,,,,,,,,
CNPS,eP,,205520.17,eS,205611.25,685,245,L,,,,,,,,,,,,,,,,,,
VBIH,eP,c,205521.90,eS,205617.80,-30578758,323,L,,,,,,,,,,,,,,,,,,
IAPS,eP,c,205525.84,,,,220,L,,,,,,,,,,,,,,,,,,
VMAN,eP,c,205528.81,eS,205640.62,,210,L,,,,,,,,,,,,,,,,,,
PVCP,eP,c,205530.52,eS,205637.42,42394863,294,L,,,,,,,,,,,,,,,,,,
OTRP,eP,c,205531.91,,,,234,L,,,,,,,,,,,,,,,,,,
BTTP,eP,d,205535.02,eS,205654.05,3728,273,T,,,,,,,,,,,,,,,,,,
SCSP,eP,c,205536.66,,,,,T,,,,,,,,,,,,,,,,,,
SJMP,eP,c,205540.33,,,-141,288,L,,,,,,,,,,,,,,,,,,
LQP,eP,d,205544.51,,,526,256.33,L,,,,,,,,,,,,,,,,,,
GQP,eP,d,205545.08,,,1.58E06,203,L,,,,,,,,,,,,,,,,,,
BUSP,eP,c,205545.33,,,,,T,,,,,,,,,,,,,,,,,,
JCNP,eP,c,205547.03,,,,,T,,,,,,,,,,,,,,,,,,
AIQP,eP,c,205549.29,,,,,T,,,,,,,,,,,,,,,,,,
LBLP,eP,c,205556.57,,,,,T,,,,,,,,,,,,,,,,,,
VTAG,eP,c,205557.08,iS,205740.37,,,T,,,,,,,,,,,,,,,,,,
PAKP,eP,d,205558.38,,,,,T,,,,,,,,,,,,,,,,,,
POLP,eP,c,205558.78,,,,,T,,,,,,,,,,,,,,,,,,
BATP,eP,d,205559.18,,,,,T,,,,,,,,,,,,,,,,,,
TIRP,iP,d,205559.42,eS,205744.28,1912,,T,,,,,,,,,,,,,,,,,,
GNQP,eP,d,205600.43,,,,,T,,,,,,,,,,,,,,,,,,
LUBP,eP,c,205601.37,eS,205746.35,-2509,,T,,,,,,,,,,,,,,,,,,
MACP,eP,d,205602.35,,,,,T,,,,,,,,,,,,,,,,,,
RTBP,eP,d,205604.59,eS,205753.86,,,T,,,,,,,,,,,,,,,,,,
QVPS,eP,c,205604.69,,,,,T,,,,,,,,,,,,,,,,,,
ABPP,eP,d,205609.89,,,,,T,,,,,,,,,,,,,,,,,,
IBZP,eP,c,205618.12,,,,,T,,,,,,,,,,,,,,,,,,
CAUP,eP,c,205619.83,,,,,T,,,,,,,,,,,,,,,,,,
SCZP,eP,c,205624.62,,,,,T,,,,,,,,,,,,,,,,,,
SAMP,eP,c,205630.64,,,,,T,,,,,,,,,,,,,,,,,,
PALP,eP,c,205642.60,,,,,T,,,,,,,,,,,,,,,,,,
ABRA,eP,c,205645.93,,,,,T,,,,,,,,,,,,,,,,,,
CVPS,eP,c,205646.57,,,,,T,,,,,,,,,,,,,,,,,,
SGCP,eP,c,205650.37,,,,,T,,,,,,,,,,,,,,,,,,
KCP,eP,c,205740.68,iS,205745.90,,109.15,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,210220.98,iS,200225.16,,115.48,L,,,,,,,,,,,,,,,,,,
DMP,iP,d,210227.16,iS,210235.43,26009.00,237.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,210232.57,iS,210244.84,,129.51,L,,,,,,,,,,,,,,,,,,
CGP,iP,c,210245.34,iS,210306.34,1591.00,163.00,L,,,,,,,,,,,,,,,,,,
DCP,iP,d,210302.61,iS,210338.20,,278.50,L,,,,,,,,,,,,,,,,,,
SCP,eP,d,210304.37,,,124479.00,181.60,L,,,,,,,,,,,,,,,,,,
SNP,eP,,210313.00,eS,210400.41,302.0,172.0,L,,,,,,,,,,,,,,,,,,
LLP,eP,,210319.07,eS,210405.99,228.8,176.13,L,,,,,,,,,,,,,,,,,,
PLP,eP,c,210322.15,eS,210408.19,,198.00,L,,,,,,,,,,,,,,,,,,
RCP,iP,c,210338.85,,,,,T,,,,,,,,,,,,,,,,,,
DMP,iP,c,210935.05,iS,210937.18,5016.00,,sL,,,,,,,,,,,,,,,,,,
DCP,iP,d,211416.57,,,,205.06,L,,,,,,,,,,,,,,,,,,
SCP,eP,d,211419.83,,,26532.00,105.72,L,,,,,,,,,,,,,,,,,,
TBP,eP,,211426.91,,,,,sT,,,,,,,,,,,,,,,,,,
LQP,eP,d,211517.27,,,,,sT,,,,,,,,,,,,,,,,,,
KCP,iP,d,212127.04,iS,212129.54,,60.51,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,212132.45,iS,212141.35,4497.00,95.00,L,,,,,,,,,,,,,,,,,,
PIP,eP,c,212323.31,eS,212330.18,,53,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,212451.50,iS,212455.38,,66.46,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,212457.68,iS,212506.00,,,sL,,,,,,,,,,,,,,,,,,
DMP,eP,c,213111.62,eS,213231.00,2493.00,59.00,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,213212.83,eS,213231.21,1597.00,52.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,213813.53,iS,213817.02,,17.22,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,214307.96,iS,214312.11,,66.48,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,214312.95,eS,214322.21,2410.00,58.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,214528.28,iS,214531.03,,36.02,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,214829.78,iS,214833.48,,82.74,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,214831.18,eS,214844.79,1240.00,55.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,215806.78,iS,215811.26,,30.36,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,215837.55,iS,215841.94,,63.28,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,220009.64,iS,220013.64,,70.78,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,220413.49,iS,220418.36,,37.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,220629.24,iS,220635.90,,57.37,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,220637.52,eS,220643.57,1684.00,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,d,220819.09,iS,220823.62,,54.38,L,,,,,,,,,,,,,,,,,,
